Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
02-01-2023 17:30,General ,INSTAGRAM,Evergreen ,12783,270,Video
02-01-2023 17:30,General ,TIKTOK_BUSINESS,Evergreen ,454,39,Video
02-01-2023 17:30,General ,YOUTUBE,Evergreen ,742,36,Video
02-01-2023 16:00,General ,FBPAGE,Community Engagement ,10058,361,Video
02-01-2023 15:24,General ,TIKTOK_BUSINESS,Evergreen ,144,11,Video
02-01-2023 15:11,General ,INSTAGRAM,Evergreen ,1530,17,Video
02-01-2023 15:10,General ,YOUTUBE,Evergreen ,503,16,Video
02-01-2023 15:00,General,LINKEDIN_COMPANY,Community Engagement ,1111,17,Photo
02-01-2023 15:00,General ,TWITTER,Community Engagement ,9796,40,Photo
02-01-2023 15:00,General ,FBPAGE,Community Engagement ,29032,413,Photo
02-01-2023 12:30,General ,TWITTER,Community Engagement ,304,16,Photo
02-01-2023 12:00,General ,TWITTER,Community Engagement ,12782,394,Video
02-01-2023 11:13,CSGO,TWITTER,N/A ,0,0,Link
02-01-2023 11:13,CSGO,TWITTER,N/A ,0,0,Link
02-01-2023 11:11,CSGO,TWITTER,N/A ,0,0,Text
02-01-2023 11:00,General ,TWITTER,Community Engagement ,110459,2342,Photo
02-01-2023 09:00,General ,TWITTER,Community Engagement ,7462,28,Text
02-01-2023 09:00,General ,TWITTER,Community Engagement ,8630,25,Link
02-01-2023 09:00,General ,TWITTER,Community Engagement ,2365,11,Link
02-01-2023 09:00,General ,TWITTER,Community Engagement ,1927,10,Link
02-01-2023 09:00,General ,TWITTER,Community Engagement ,1679,6,Link
02-01-2023 09:00,General ,TWITTER,Community Engagement ,1697,12,Link
02-01-2023 09:00,General ,TWITTER,Community Engagement ,1826,8,Link
02-01-2023 09:00,General ,TWITTER,Community Engagement ,15059,103,Text
02-01-2023 05:28,General ,INSTAGRAM,Community Engagement ,4840,0,Photo
02-01-2023 05:27,CSGO,TWITTER,Community Engagement ,1427,36,Photo
02-01-2023 04:31,CSGO,TWITTER,Community Engagement ,1778,33,Photo
02-01-2023 04:31,General ,INSTAGRAM,Community Engagement ,5940,0,Photo
02-01-2023 03:30,CSGO,TWITTER,Community Engagement ,2842,102,Photo
01-31-2023 19:58,General ,TWITTER,Community Engagement ,177,25,Text
01-31-2023 17:49,General ,YOUTUBE,Community Engagement ,2754,94,Video
01-31-2023 17:43,General ,INSTAGRAM,N/A ,6766,174,Video
01-31-2023 17:43,General ,TIKTOK_BUSINESS,N/A ,1479,141,Video
01-31-2023 15:10,General ,TWITTER,Community Engagement ,292,12,Text
01-31-2023 15:10,General ,TWITTER,N/A ,0,0,Photo
01-31-2023 13:39,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:30,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:29,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:29,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:29,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:28,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:28,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:27,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:27,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:21,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:20,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:19,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:19,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 13:00,General ,INSTAGRAM,N/A ,222,16,Video
01-31-2023 12:57,General ,TIKTOK_BUSINESS,N/A ,1423,187,Video
01-31-2023 12:53,DOTA2,TWITTER,N/A ,0,0,Text
01-31-2023 09:45,CSGO,TWITTER,Community Engagement ,841,29,Photo
01-31-2023 09:39,General ,YOUTUBE,N/A ,2,0,Video
01-31-2023 09:21,CSGO,TWITTER,N/A ,0,0,Photo
01-31-2023 09:19,General ,TWITTER,Community Engagement ,3456,143,Text
01-30-2023 16:36,General ,TWITTER,Community Engagement ,11999,100,Photo
01-30-2023 16:36,General ,INSTAGRAM,Community Engagement ,5034,0,Photo
01-30-2023 16:19,General ,FBPAGE,N/A ,28301,3972,Photo
01-30-2023 16:19,DOTA2,TWITTER,N/A ,1318,56,Photo
01-30-2023 15:44,General ,TWITTER,Community Engagement ,9956,179,Video
01-30-2023 15:41,General ,TWITTER,Community Engagement ,10954,153,Video
01-30-2023 15:02,General ,TWITTER,Community Engagement ,9563,50,Photo
01-30-2023 15:02,General ,INSTAGRAM,Community Engagement ,5753,0,Photo
01-30-2023 14:24,General ,TIKTOK_BUSINESS,N/A ,495,20,Video
01-30-2023 13:40,General ,TWITTER,Community Engagement ,520,26,Text
01-30-2023 13:24,General ,INSTAGRAM,N/A ,0,0,Text
01-30-2023 13:24,General ,INSTAGRAM,N/A ,0,0,Text
01-30-2023 13:24,General ,INSTAGRAM,N/A ,0,0,Text
01-30-2023 13:24,General ,INSTAGRAM,N/A ,444,6,Video
01-30-2023 13:22,General ,TIKTOK_BUSINESS,N/A ,493,83,Video
01-30-2023 12:12,General ,TWITTER,Community Engagement ,4919,122,Video
01-30-2023 12:05,General ,TWITTER,Community Engagement ,305,13,Text
01-30-2023 11:52,General ,TWITTER,Community Engagement ,3348,72,Text
01-30-2023 10:13,General ,TWITTER,Community Engagement ,202,13,Video
01-30-2023 10:01,General ,TWITTER,Community Engagement ,360,27,Video
01-30-2023 10:00,CSGO,TWITTER,Community Engagement ,1820,41,Photo
01-29-2023 18:23,DOTA2,TWITTER,N/A ,701,49,Text
01-29-2023 18:04,DOTA2,TWITTER,N/A ,711,9,Text
01-29-2023 17:48,DOTA2,TWITTER,N/A ,9213,885,Photo
01-29-2023 17:48,General ,FBPAGE,N/A ,57123,31855,Photo
01-29-2023 17:42,General ,FBPAGE,N/A ,31592,5805,Text
01-29-2023 17:41,DOTA2,TWITTER,N/A ,2575,69,Text
01-29-2023 17:34,General ,FBPAGE,N/A ,34970,6331,Photo
01-29-2023 17:33,DOTA2,TWITTER,N/A ,1660,72,Photo
01-29-2023 17:26,General ,FBPAGE,N/A ,26538,3075,Text
01-29-2023 17:26,DOTA2,TWITTER,N/A ,2473,74,Text
01-29-2023 17:14,General ,FBPAGE,N/A ,27235,2923,Photo
01-29-2023 17:14,DOTA2,TWITTER,N/A ,1527,95,Photo
01-29-2023 17:11,DOTA2,TWITTER,N/A ,1163,32,Photo
01-29-2023 17:11,General ,FBPAGE,N/A ,34208,5150,Photo
01-29-2023 16:51,General ,TWITTER,N/A ,0,0,Video
01-29-2023 16:45,DOTA2,TWITTER,N/A ,1792,43,Text
01-29-2023 16:44,DOTA2,TWITTER,N/A ,1559,42,Text
01-29-2023 16:44,General ,FBPAGE,N/A ,24227,3766,Text
01-29-2023 16:41,DOTA2,TWITTER,N/A ,4351,263,Text
01-29-2023 16:41,General ,FBPAGE,N/A ,40236,9218,Text
01-29-2023 16:27,General ,INSTAGRAM,Community Engagement ,6662,0,Photo
01-29-2023 16:27,General ,TWITTER,Community Engagement ,11465,124,Photo
01-29-2023 16:14,General ,FBPAGE,N/A ,23227,5420,Photo
01-29-2023 16:14,DOTA2,TWITTER,N/A ,5128,536,Photo
01-29-2023 15:50,DOTA2,TWITTER,N/A ,1156,139,Video
01-29-2023 15:50,General ,FBPAGE,N/A ,19306,3590,Video
01-29-2023 15:45,General ,FBPAGE,N/A ,34869,6689,Text
01-29-2023 15:45,DOTA2,TWITTER,N/A ,1588,43,Text
01-29-2023 15:41,General ,TWITTER,Community Engagement ,11310,248,Video
01-29-2023 15:37,General ,FBPAGE,N/A ,30994,4303,Text
01-29-2023 15:36,DOTA2,TWITTER,N/A ,1324,46,Text
01-29-2023 15:25,General ,TWITTER,N/A ,0,0,Video
01-29-2023 15:23,General ,FBPAGE,N/A ,17476,2103,Video
01-29-2023 15:21,DOTA2,TWITTER,N/A ,1283,87,Video
01-29-2023 15:17,DOTA2,TWITTER,N/A ,566,16,Photo
01-29-2023 15:15,General ,FBPAGE,N/A ,0,0,Link
01-29-2023 15:15,General ,FBPAGE,N/A ,41089,6779,Photo
01-29-2023 15:15,DOTA2,TWITTER,N/A ,1654,92,Photo
01-29-2023 15:14,General ,TWITTER,Community Engagement ,11818,319,Video
01-29-2023 15:12,DOTA2,TWITTER,N/A ,1813,131,Video
01-29-2023 14:55,General ,INSTAGRAM,Community Engagement ,6868,0,Photo
01-29-2023 14:55,General ,TWITTER,Community Engagement ,9414,54,Photo
01-29-2023 14:33,General ,INSTAGRAM,Community Engagement ,7525,0,Photo
01-29-2023 13:52,General ,TWITTER,Community Engagement ,116,6,Text
01-29-2023 12:23,General ,TWITTER,Community Engagement ,375,10,Video
01-29-2023 09:04,DOTA2,TWITTER,N/A ,251,4,Text
01-29-2023 08:56,General ,FBPAGE,N/A ,0,0,Photo
01-29-2023 08:56,General ,FBPAGE,N/A ,0,0,Photo
01-29-2023 08:06,DOTA2,TWITTER,N/A ,2528,82,Photo
01-29-2023 08:06,DOTA2,TWITTER,N/A ,6189,465,Photo
01-29-2023 08:05,General ,FBPAGE,N/A ,0,0,Photo
01-29-2023 08:05,General ,FBPAGE,N/A ,5,0,Photo
01-29-2023 08:05,General ,FBPAGE,N/A ,67834,18699,Photo
01-28-2023 17:15,DOTA2,TWITTER,N/A ,1569,117,Text
01-28-2023 16:26,General ,TWITTER,Community Engagement ,11723,270,Video
01-28-2023 16:21,General ,TWITTER,Community Engagement ,11278,65,Photo
01-28-2023 16:21,General ,INSTAGRAM,Community Engagement ,5736,0,Photo
01-28-2023 16:04,General ,TWITTER,Community Engagement ,1384,87,Video
01-28-2023 15:58,General ,TWITTER,Community Engagement ,12469,236,Video
01-28-2023 15:00,General ,TWITTER,Community Engagement ,9639,37,Photo
01-28-2023 15:00,General ,INSTAGRAM,Community Engagement ,5991,0,Photo
01-28-2023 14:43,General ,INSTAGRAM,Community Engagement ,6547,0,Photo
01-28-2023 12:53,General ,TWITTER,Community Engagement ,2949,31,Text
01-27-2023 15:41,General ,TWITTER,Community Engagement ,281,9,Video
01-27-2023 15:18,General ,TWITTER,Community Engagement ,22198,1000,Photo
01-27-2023 14:58,General ,TWITTER,N/A ,0,0,Photo
01-27-2023 14:56,General ,FBPAGE,N/A ,34266,9458,Photo
01-27-2023 14:56,General ,INSTAGRAM,Community Engagement ,3971,0,Photo
01-27-2023 14:56,DOTA2,TWITTER,N/A ,1684,82,Photo
01-27-2023 14:56,General ,TWITTER,Community Engagement ,19281,576,Photo
01-27-2023 14:47,DOTA2,TWITTER,N/A ,1019,12,Text
01-27-2023 14:47,General ,TWITTER,Community Engagement ,15980,169,Text
01-27-2023 14:43,DOTA2,TWITTER,N/A ,1425,34,Video
01-27-2023 14:40,General ,TWITTER,Community Engagement ,33040,335,Photo
01-27-2023 14:24,General ,FBPAGE,N/A ,17050,1639,Video
01-27-2023 14:23,DOTA2,TWITTER,N/A ,906,47,Video
01-27-2023 14:19,General ,TWITTER,Community Engagement ,167,5,Text
01-27-2023 14:19,General ,TWITTER,N/A ,0,0,Photo
01-27-2023 14:15,CSGO,TWITTER,Community Engagement ,971,70,Text
01-27-2023 14:11,DOTA2,TWITTER,N/A ,1785,85,Text
01-27-2023 14:03,General ,INSTAGRAM,Community Engagement ,3924,0,Photo
01-27-2023 14:03,General ,TWITTER,Community Engagement ,25751,353,Photo
01-27-2023 14:03,DOTA2,TWITTER,N/A ,910,26,Photo
01-27-2023 14:03,General ,FBPAGE,N/A ,21249,898,Photo
01-27-2023 13:58,General ,TWITTER,Community Engagement ,13410,385,Video
01-27-2023 13:51,General ,INSTAGRAM,Community Engagement ,4066,0,Video
01-27-2023 13:40,General ,TWITTER,Community Engagement ,745,19,Video
01-27-2023 13:40,General ,TWITTER,N/A ,0,0,Text
01-27-2023 13:13,Content Creators,YOUTUBE,N/A ,0,0,Text
01-27-2023 13:09,General ,TWITTER,N/A ,0,0,Photo
01-27-2023 12:33,General ,TWITTER,Community Engagement ,63,4,Text
01-27-2023 12:32,General ,TWITTER,N/A ,0,0,Photo
01-27-2023 12:05,General ,TWITTER,Community Engagement ,28493,629,Photo
01-27-2023 12:01,General ,FBPAGE,N/A ,0,0,Photo
01-27-2023 12:01,General ,FBPAGE,N/A ,0,0,Photo
01-27-2023 12:01,DOTA2,TWITTER,N/A ,654,25,Photo
01-27-2023 12:00,DOTA2,TWITTER,N/A ,1731,91,Photo
01-27-2023 12:00,General ,FBPAGE,Community Engagement ,9158,526,Photo
01-27-2023 11:51,General ,TWITTER,Community Engagement ,60,3,Text
01-27-2023 11:31,General ,TWITTER,Community Engagement ,72,10,Text
01-27-2023 11:23,General ,TWITTER,Community Engagement ,12446,207,Photo
01-27-2023 10:16,General ,TWITTER,Community Engagement ,2204,66,Video
01-27-2023 10:00,General ,TWITTER,Community Engagement ,8205,329,Video
01-27-2023 09:44,General ,INSTAGRAM,Community Engagement ,4098,0,Photo
01-27-2023 09:43,CSGO,TWITTER,Community Engagement ,1520,47,Photo
01-27-2023 08:58,CSGO,TWITTER,Community Engagement ,2284,269,Video
01-27-2023 08:38,DOTA2,TWITTER,Community Engagement ,2833,149,Text
01-27-2023 08:37,DOTA2,TWITTER,Community Engagement ,776,43,Text
01-27-2023 08:19,General ,INSTAGRAM,Community Engagement ,4217,0,Photo
01-27-2023 08:17,CSGO,TWITTER,Community Engagement ,1929,27,Photo
01-27-2023 07:54,CSGO,TWITTER,Community Engagement ,1058,17,Text
01-27-2023 07:54,CSGO,TWITTER,Community Engagement ,0,0,Video
01-27-2023 07:41,CSGO,TWITTER,Community Engagement ,5421,560,Video
01-27-2023 07:17,CSGO,TWITTER,Community Engagement ,7122,88,Text
01-27-2023 07:16,CSGO,TWITTER,Community Engagement ,500,20,Text
01-27-2023 07:15,CSGO,TWITTER,Community Engagement ,0,0,Photo
01-27-2023 06:56,General ,INSTAGRAM,Community Engagement ,4341,0,Photo
01-27-2023 06:55,CSGO,TWITTER,Community Engagement ,847,16,Photo
01-27-2023 06:02,CSGO,TWITTER,Community Engagement ,3126,61,Photo
01-27-2023 06:02,General ,INSTAGRAM,Community Engagement ,4780,0,Photo
01-27-2023 05:49,DOTA2,TWITTER,Community Engagement ,364,13,Text
01-27-2023 05:36,CSGO,TWITTER,Community Engagement ,4590,101,Photo
01-27-2023 05:00,CSGO,TWITTER,Community Engagement ,22372,2177,Video
01-26-2023 21:19,General ,TWITTER,Community Engagement ,97,21,Text
01-26-2023 18:03,DOTA2,TWITTER,Community Engagement ,2229,118,Text
01-26-2023 17:41,General ,TWITTER,Community Engagement ,974,47,Photo
01-26-2023 17:27,General ,INSTAGRAM,N/A ,0,0,Photo
01-26-2023 17:26,General ,INSTAGRAM,Community Engagement ,4666,0,Video
01-26-2023 17:14,General ,INSTAGRAM,Community Engagement ,4876,0,Photo
01-26-2023 16:43,General ,INSTAGRAM,N/A ,0,0,Photo
01-26-2023 16:42,General ,INSTAGRAM,Community Engagement ,4931,0,Video
01-26-2023 16:36,Content Creators,YOUTUBE,N/A ,0,0,Text
01-26-2023 16:27,General ,TWITTER,Community Engagement ,44737,409,Photo
01-26-2023 16:24,General ,INSTAGRAM,N/A ,5018,0,Photo
01-26-2023 16:16,General ,TWITTER,Community Engagement ,2164,142,Text
01-26-2023 16:15,General ,TWITTER,Community Engagement ,7220,2501,Video
01-26-2023 16:12,General ,TWITTER,Community Engagement ,14904,547,Video
01-26-2023 16:11,General ,TWITTER,Community Engagement ,1208,25,Text
01-26-2023 16:07,General ,TWITTER,Community Engagement ,2725,77,Text
01-26-2023 16:05,General ,TWITTER,Community Engagement ,28868,1864,Photo
01-26-2023 16:04,DOTA2,TWITTER,Community Engagement ,1722,62,Photo
01-26-2023 16:04,General ,FBPAGE,Community Engagement ,51547,3675,Photo
01-26-2023 16:03,General ,TWITTER,Community Engagement ,29730,595,Photo
01-26-2023 16:02,DOTA2,TWITTER,Community Engagement ,1115,37,Video
01-26-2023 16:02,General ,TWITTER,N/A ,0,0,Photo
01-26-2023 16:00,General ,TWITTER,Community Engagement ,13259,133,Text
01-26-2023 16:00,General ,INSTAGRAM,Community Engagement ,5071,0,Video
01-26-2023 16:00,General ,INSTAGRAM,N/A ,0,0,Photo
01-26-2023 15:59,General ,TWITTER,N/A ,0,0,Video
01-26-2023 15:45,General ,INSTAGRAM,Community Engagement ,5182,0,Photo
01-26-2023 15:41,DOTA2,TWITTER,Community Engagement ,1535,68,Photo
01-26-2023 15:36,General ,INSTAGRAM,Community Engagement ,4898,0,Video
01-26-2023 15:35,General ,TWITTER,Community Engagement ,11285,375,Video
01-26-2023 15:29,General ,TWITTER,Community Engagement ,10588,347,Video
01-26-2023 15:27,DOTA2,TWITTER,Community Engagement ,894,40,Photo
01-26-2023 15:27,General ,INSTAGRAM,Community Engagement ,5438,0,Video
01-26-2023 15:24,DOTA2,TWITTER,Community Engagement ,1365,45,Text
01-26-2023 15:14,General ,FBPAGE,Community Engagement ,28552,2655,Photo
01-26-2023 15:14,DOTA2,TWITTER,Community Engagement ,1361,43,Photo
01-26-2023 15:14,DOTA2,TWITTER,Community Engagement ,581,16,Text
01-26-2023 15:13,General ,TWITTER,Community Engagement ,30335,361,Photo
01-26-2023 15:13,General ,INSTAGRAM,Community Engagement ,5637,0,Photo
01-26-2023 15:10,DOTA2,TWITTER,Community Engagement ,402,18,Text
01-26-2023 15:09,DOTA2,TWITTER,N/A ,0,0,Text
01-26-2023 15:07,General ,TIKTOK_BUSINESS,Community Engagement ,784,35,Video
01-26-2023 15:06,DOTA2,TWITTER,Community Engagement ,1640,128,Text
01-26-2023 15:04,DOTA2,TWITTER,N/A ,0,0,Video
01-26-2023 15:03,DOTA2,TWITTER,N/A ,0,0,Text
01-26-2023 14:58,DOTA2,TWITTER,Community Engagement ,700,9,Text
01-26-2023 14:57,DOTA2,TWITTER,Community Engagement ,613,5,Text
01-26-2023 14:57,General ,TWITTER,Community Engagement ,1175,22,Text
01-26-2023 14:49,General ,INSTAGRAM,Community Engagement ,5729,0,Photo
01-26-2023 14:49,General ,INSTAGRAM,Community Engagement ,5853,0,Photo
01-26-2023 14:49,General ,INSTAGRAM,Community Engagement ,5967,0,Photo
01-26-2023 14:49,General ,INSTAGRAM,Community Engagement ,6148,0,Photo
01-26-2023 14:48,General ,INSTAGRAM,Community Engagement ,6456,0,Photo
01-26-2023 14:46,General ,INSTAGRAM,Community Engagement ,71742,5472,Photo
01-26-2023 14:46,General ,TWITTER,Community Engagement ,49014,1816,Photo
01-26-2023 14:44,DOTA2,TWITTER,Community Engagement ,30805,1366,Photo
01-26-2023 14:44,General ,FBPAGE,Community Engagement ,65929,21058,Photo
01-26-2023 14:33,General ,FBPAGE,Community Engagement ,24656,4494,Photo
01-26-2023 14:33,DOTA2,TWITTER,Community Engagement ,1468,80,Photo
01-26-2023 14:09,General ,INSTAGRAM,Community Engagement ,7305,0,Photo
01-26-2023 13:59,General ,TWITTER,Community Engagement ,12001,233,Photo
01-26-2023 13:51,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:51,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:50,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:50,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:50,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:49,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:46,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:46,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:45,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:45,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:45,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:44,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:41,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 13:39,DOTA2,TWITTER,Community Engagement ,2328,155,Photo
01-26-2023 13:39,General ,FBPAGE,Community Engagement ,50696,8065,Photo
01-26-2023 13:26,General ,TWITTER,Community Engagement ,1109,44,Photo
01-26-2023 13:13,DOTA2,TWITTER,Community Engagement ,1640,68,Video
01-26-2023 13:12,DOTA2,TWITTER,Community Engagement ,677,21,Photo
01-26-2023 13:05,General ,TWITTER,Community Engagement ,33588,1788,Photo
01-26-2023 12:45,General ,FBPAGE,Community Engagement ,0,0,Link
01-26-2023 12:45,DOTA2,TWITTER,Community Engagement ,1236,64,Photo
01-26-2023 12:45,General ,FBPAGE,Community Engagement ,32172,4627,Photo
01-26-2023 12:41,CSGO,TWITTER,N/A ,0,0,Text
01-26-2023 12:41,CSGO,TWITTER,N/A ,0,0,Text
01-26-2023 12:41,CSGO,TWITTER,N/A ,0,0,Text
01-26-2023 12:21,General ,TWITTER,Community Engagement ,3372,76,Video
01-26-2023 12:00,General ,TWITTER,Community Engagement ,9785,101,Text
01-26-2023 11:47,DOTA2,TWITTER,N/A ,0,0,Text
01-26-2023 11:31,DOTA2,TWITTER,N/A ,0,0,Text
01-26-2023 11:30,DOTA2,TWITTER,N/A ,0,0,Text
01-26-2023 11:24,DOTA2,TWITTER,Community Engagement ,3883,322,Photo
01-26-2023 11:24,General ,FBPAGE,Community Engagement ,45688,8680,Photo
01-26-2023 11:23,General ,TIKTOK_BUSINESS,Community Engagement ,768,85,Video
01-26-2023 11:00,General ,TWITTER,Community Engagement ,14156,521,Photo
01-26-2023 11:00,General ,TWITTER,Community Engagement ,621,30,Video
01-26-2023 10:02,General ,FBPAGE,Community Engagement ,0,0,Photo
01-26-2023 10:02,General ,FBPAGE,Community Engagement ,0,0,Photo
01-26-2023 10:02,DOTA2,TWITTER,Community Engagement ,679,16,Photo
01-26-2023 10:00,DOTA2,TWITTER,Community Engagement ,1562,68,Photo
01-26-2023 10:00,General ,FBPAGE,Community Engagement ,10429,823,Photo
01-26-2023 09:16,DOTA2,TWITTER,Community Engagement ,177,2,Text
01-26-2023 09:12,DOTA2,TWITTER,Community Engagement ,315,16,Text
01-26-2023 09:08,General ,TWITTER,Community Engagement ,6673,668,Video
01-26-2023 09:00,General ,INSTAGRAM,Community Engagement ,29416,748,Carousel
01-26-2023 09:00,General ,TWITTER,Community Engagement ,214636,8985,Photo
01-26-2023 09:00,General ,FBPAGE,Community Engagement ,36503,2115,Photo
01-26-2023 08:45,General ,FBPAGE,Community Engagement ,0,0,Text
01-26-2023 08:10,General ,FBPAGE,Community Engagement ,0,0,Photo
01-26-2023 08:10,General ,FBPAGE,Community Engagement ,0,0,Photo
01-26-2023 08:10,DOTA2,TWITTER,Community Engagement ,1266,81,Photo
01-26-2023 08:10,General ,FBPAGE,Community Engagement ,7737,1594,Photo
01-26-2023 08:10,DOTA2,TWITTER,Community Engagement ,4230,397,Photo
01-25-2023 23:39,General ,TWITTER,Community Engagement ,1935,121,Video
01-25-2023 16:17,General ,TWITTER,Community Engagement ,921,45,Video
01-25-2023 16:01,General ,TWITTER,Community Engagement ,666,35,Video
01-25-2023 16:01,General ,TWITTER,Community Engagement ,17221,541,Photo
01-25-2023 15:58,General ,TWITTER,Community Engagement ,744,23,Video
01-25-2023 15:57,General ,TWITTER,Community Engagement ,1140,57,Video
01-25-2023 15:55,General ,TWITTER,Community Engagement ,750,43,Video
01-25-2023 15:01,General ,TWITTER,Community Engagement ,8540,31,Link
01-25-2023 15:00,General ,TWITTER,Community Engagement ,14488,900,Video
01-25-2023 14:58,General ,TWITTER,Community Engagement ,6680,727,Video
01-25-2023 14:00,DOTA2,TWITTER,Community Engagement ,18726,1649,Photo
01-25-2023 14:00,General ,FBPAGE,Community Engagement ,80460,34672,Photo
01-25-2023 13:22,General ,TWITTER,Community Engagement ,3987,251,Photo
01-25-2023 13:00,General ,TWITTER,Community Engagement ,8431,34,Link
01-25-2023 13:00,General ,TWITTER,Community Engagement ,14133,374,Photo
01-25-2023 12:42,General ,INSTAGRAM,Community Engagement ,1500,52,Video
01-25-2023 12:41,General ,YOUTUBE,Community Engagement ,2213,38,Video
01-25-2023 12:39,General ,TIKTOK_BUSINESS,Community Engagement ,1592,91,Video
01-25-2023 12:06,General ,TWITTER,Community Engagement ,127,7,Text
01-25-2023 11:39,General ,TWITTER,Community Engagement ,1088,27,Photo
01-25-2023 11:26,General ,TIKTOK_BUSINESS,Community Engagement ,649,47,Video
01-25-2023 11:20,General ,TWITTER,Community Engagement ,27032,845,Video
01-25-2023 11:17,General ,TWITTER,Community Engagement ,4740,247,Photo
01-25-2023 11:10,DOTA2,TWITTER,Community Engagement ,2522,231,Video
01-25-2023 11:06,General ,TWITTER,Community Engagement ,12341,204,Link
01-25-2023 11:06,General ,FBPAGE,Community Engagement ,21361,3158,Video
01-25-2023 11:01,General ,INSTAGRAM,N/A ,0,0,Text
01-25-2023 11:01,General ,INSTAGRAM,N/A ,0,0,Text
01-25-2023 11:01,General ,INSTAGRAM,N/A ,0,0,Text
01-25-2023 11:01,General ,INSTAGRAM,N/A ,0,0,Text
01-25-2023 11:01,General ,TWITTER,Community Engagement ,256502,12348,Video
01-25-2023 11:00,General ,INSTAGRAM,Community Engagement ,12594,244,Video
01-25-2023 11:00,General ,FBPAGE,Community Engagement ,17968,1121,Video
01-25-2023 10:24,Content Creators,YOUTUBE,Community Engagement ,1839,88,Video
01-25-2023 10:03,General ,TWITTER,Community Engagement ,2772,63,Text
01-25-2023 09:22,General ,INSTAGRAM,Community Engagement ,7505,0,Photo
01-25-2023 08:54,DOTA2,TWITTER,N/A ,0,0,Text
01-25-2023 08:54,DOTA2,TWITTER,N/A ,0,0,Text
01-25-2023 08:52,DOTA2,TWITTER,N/A ,0,0,Text
01-25-2023 08:52,DOTA2,TWITTER,N/A ,0,0,Text
01-24-2023 19:09,General ,YOUTUBE,N/A ,0,0,Video
01-24-2023 18:33,DOTA2,TWITTER,N/A ,85,1,Text
01-24-2023 18:33,DOTA2,TWITTER,N/A ,103,0,Text
01-24-2023 16:48,General ,FBPAGE,Community Engagement ,0,0,Text
01-24-2023 16:47,General ,FBPAGE,Community Engagement ,0,0,Text
01-24-2023 16:44,DOTA2,TWITTER,Community Engagement ,1460,53,Text
01-24-2023 16:44,DOTA2,TWITTER,Community Engagement ,2028,373,Mixed
01-24-2023 16:44,General ,FBPAGE,Community Engagement ,57267,14080,Photo
01-24-2023 16:44,General ,FBPAGE,Community Engagement ,28634,7040,Photo
01-24-2023 16:44,General ,FBPAGE,Community Engagement ,28634,7040,Photo
01-24-2023 16:40,General ,YOUTUBE,Community Engagement ,11733,586,Video
01-24-2023 16:30,General ,TIKTOK_BUSINESS,Community Engagement ,309,24,Video
01-24-2023 16:27,Content Creators,YOUTUBE,Community Engagement ,0,0,Text
01-24-2023 16:27,Content Creators,YOUTUBE,Community Engagement ,0,0,Text
01-24-2023 15:54,DOTA2,TWITTER,Community Engagement ,3207,354,Photo
01-24-2023 15:45,General ,FBPAGE,Community Engagement ,40529,5544,Photo
01-24-2023 15:45,DOTA2,TWITTER,Community Engagement ,3521,194,Photo
01-24-2023 15:37,General ,TWITTER,Community Engagement ,496,16,Photo
01-24-2023 15:31,General ,TWITTER,Community Engagement ,2980,64,Text
01-24-2023 15:05,DOTA2,TWITTER,Community Engagement ,1428,76,Text
01-24-2023 15:00,General ,INSTAGRAM,Community Engagement ,19879,1109,Carousel
01-24-2023 15:00,General ,TWITTER,Community Engagement ,26409,913,Photo
01-24-2023 15:00,General ,TIKTOK_BUSINESS,Community Engagement ,178,11,Video
01-24-2023 14:50,DOTA2,TWITTER,Community Engagement ,4527,371,Photo
01-24-2023 14:50,General ,FBPAGE,Community Engagement ,42426,9780,Photo
